,Idrecorrido,Powercod,Rutasalida,Placa,Capacidad,Fechaprogramacion,Horaprogramacion,Ingreso_Salida,Latitud,Longitud
15119,1829.0,66676576,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/04/2024,18:53,ENTRADA,10.390495,-75.47859
15120,1830.0,4A9A68A5,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:03,SALIDA,10.3392566666667,-75.4929166666667
15121,1830.0,CA2A31A5,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:03,SALIDA,10.3392316666667,-75.4928683333333
15122,1830.0,76F56E88,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:03,SALIDA,10.339245,-75.4928633333333
15123,1830.0,1A,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:04,SALIDA,10.339295,-75.49288
15124,1830.0,9A9D3BA5,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:05,SALIDA,10.3393066666667,-75.4929316666667
15125,1830.0,6A813FA5,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:05,SALIDA,10.3393066666667,-75.4929316666667
15126,1831.0,B651B184,Ruta 3 Blas de Lezo,TVB862,22.0,04/04/2024,19:07,SALIDA,10.3392533333333,-75.4929133333333
15127,1830.0,DAE07C39,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:07,SALIDA,10.3393066666667,-75.4929316666667
15128,1830.0,F32E9499,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:08,SALIDA,10.3393066666667,-75.4929316666667
15129,1830.0,1A0C7D39,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:08,SALIDA,10.3393066666667,-75.4929316666667
15130,1831.0,469F6F88,Ruta 3 Blas de Lezo,TVB862,22.0,04/04/2024,19:12,SALIDA,10.3392516666667,-75.492925
15131,1830.0,A6416E88,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:12,SALIDA,10.33927,-75.4929566666667
15132,1830.0,B3D69399,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:17,SALIDA,10.33927,-75.4929566666667
15133,1830.0,73A8A092,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:19,SALIDA,10.33927,-75.4929566666667
15134,1830.0,4ACA7DA5,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:20,SALIDA,10.33927,-75.4929566666667
15135,1830.0,5A53F5B0,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:22,SALIDA,10.33927,-75.4929566666667
15136,1830.0,12C253BE,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:25,SALIDA,10.33927,-75.4929566666667
15137,1830.0,F697B684,Ruta 1 Olaya,TVB199,31.0,04/04/2024,19:25,SALIDA,10.3392233333333,-75.49293
15138,1831.0,2652B784,Ruta 3 Blas de Lezo,TVB862,22.0,04/04/2024,19:27,SALIDA,10.3392133333333,-75.49292
15139,1831.0,AA523FA5,Ruta 3 Blas de Lezo,TVB862,22.0,04/04/2024,19:27,SALIDA,10.339275,-75.4929483333333
15140,1833.0,0488985A,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,5:57,ENTRADA,10.389985,-75.494065
15141,1832.0,D650B084,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,5:58,ENTRADA,10.414825,-75.5202233333333
15142,1833.0,DA2DE9B0,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:00,ENTRADA,10.3895633333333,-75.4963233333333
15143,1833.0,86F0B684,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:02,ENTRADA,10.3884533333333,-75.502705
15144,1833.0,3AE22BA5,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:05,ENTRADA,10.3887683333333,-75.5142583333333
15145,1833.0,4A2544A5,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:06,ENTRADA,10.388885,-75.5144366666667
15146,1832.0,56396276,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:06,ENTRADA,10.4076116666667,-75.50958
15147,1832.0,74E3E75A,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:07,ENTRADA,10.4073883333333,-75.50839
15148,1832.0,9A38DDB0,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:07,ENTRADA,10.4068483333333,-75.50536
15149,1833.0,2A42E6B0,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:08,ENTRADA,10.385045,-75.5069933333333
15150,1832.0,8A557D39,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:08,ENTRADA,10.4062116666667,-75.5017766666667
15151,1832.0,7AF137A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:10,ENTRADA,10.4027133333333,-75.496045
15152,1832.0,CA8644A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:12,ENTRADA,10.3980766666667,-75.4933216666667
15153,1832.0,DA8B68A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:13,ENTRADA,10.3980766666667,-75.4933216666667
15154,1832.0,7465D35A,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:13,ENTRADA,10.3979883333333,-75.4932933333333
15155,1832.0,FA3D44A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:13,ENTRADA,10.3979083333333,-75.49324
15156,1832.0,04DAB85A,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:14,ENTRADA,10.3944233333333,-75.488115
15157,1833.0,1A547139,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:15,ENTRADA,10.3780983333333,-75.4977533333333
15158,1833.0,AA523FA5,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:16,ENTRADA,10.3782483333333,-75.4977083333333
15159,1833.0,4A0FE2B0,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:18,ENTRADA,10.3813666666667,-75.4954633333333
15160,1832.0,464C6A88,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:19,ENTRADA,10.3905083333333,-75.478625
15161,1833.0,469F6F88,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:22,ENTRADA,10.3799216666667,-75.4879316666667
15162,1832.0,DACC73A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:23,ENTRADA,10.380645,-75.479125
15163,1833.0,DA9D28A5,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:23,ENTRADA,10.3797516666667,-75.4848716666667
15164,1833.0,C28751BE,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,6:24,ENTRADA,10.3796583333333,-75.4824316666667
15165,1832.0,03183AA3,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:24,ENTRADA,10.3793666666667,-75.479555
15166,1832.0,43283AA3,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:24,ENTRADA,10.3793666666667,-75.479555
15167,1832.0,93139499,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:24,ENTRADA,10.379355,-75.4794383333333
15168,1832.0,F3F40D9C,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:25,ENTRADA,10.3791766666667,-75.4768433333333
15169,1832.0,2A7F44A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:27,ENTRADA,10.3790133333333,-75.4749083333333
15170,1832.0,5A24E4B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:28,ENTRADA,10.3789566666667,-75.4740933333333
15171,1832.0,CADB83A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:28,ENTRADA,10.3788783333333,-75.4731
15172,1832.0,36958084,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:28,ENTRADA,10.3788783333333,-75.4731
15173,1832.0,DA1B69A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:29,ENTRADA,10.3787616666667,-75.4716483333333
15174,1832.0,A38F39A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:29,ENTRADA,10.3787616666667,-75.4716483333333
15175,1832.0,1A187AA5,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,6:51,ENTRADA,10.371765,-75.4558433333333
15176,1835.0,C398A092,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,7:10,SALIDA,10.3392683333333,-75.4928783333333
15177,1835.0,265A6488,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,7:10,SALIDA,10.3392683333333,-75.4928783333333
15178,1834.0,DAC3E8B0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:10,SALIDA,10.339295,-75.4927833333333
15179,1834.0,8A9240A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:11,SALIDA,10.339295,-75.4927833333333
15180,1834.0,5A8CF2B0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:11,SALIDA,10.339295,-75.4927833333333
15181,1834.0,2A45EAB0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:12,SALIDA,10.339295,-75.4927833333333
15182,1834.0,73A4A3A3,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:13,SALIDA,10.339295,-75.4927833333333
15183,1834.0,366FA484,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:17,SALIDA,10.3391983333333,-75.492745
15184,1834.0,7A38DFB0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:17,SALIDA,10.33925,-75.4927766666667
15185,1835.0,A24653BE,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,7:20,SALIDA,10.3392683333333,-75.4928783333333
15186,1834.0,AA9144A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,7:20,SALIDA,10.3393333333333,-75.4927416666667
15187,1835.0,D3DB9F92,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,7:22,SALIDA,10.34193,-75.49457
15188,1836.0,8A557D39,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:23,SALIDA,10.3393116666667,-75.4928933333333
15189,1836.0,7465D35A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:26,SALIDA,10.3392766666667,-75.492885
15190,1836.0,C4288F5A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:26,SALIDA,10.3392766666667,-75.492885
15191,1836.0,DA8B68A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:26,SALIDA,10.3392583333333,-75.49291
15192,1836.0,0A58F1B0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:28,SALIDA,10.3392583333333,-75.49291
15193,1836.0,2A7F44A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:29,SALIDA,10.3392583333333,-75.49291
15194,1836.0,56396276,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:29,SALIDA,10.3392583333333,-75.49291
15195,1836.0,6A79EAB0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:29,SALIDA,10.3392583333333,-75.49291
15196,1836.0,0488985A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:29,SALIDA,10.3392583333333,-75.49291
15197,1836.0,7AF137A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:30,SALIDA,10.3392583333333,-75.49291
15198,1836.0,B410935A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:30,SALIDA,10.3392583333333,-75.49291
15199,1836.0,A602AD84,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:30,SALIDA,10.3392583333333,-75.49291
15200,1836.0,EA603BA5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:31,SALIDA,10.3392583333333,-75.49291
15201,1836.0,6421995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:32,SALIDA,10.3392583333333,-75.49291
15202,1836.0,F3C66C8F,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:33,SALIDA,10.3392583333333,-75.49291
15203,1836.0,DA8844A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:33,SALIDA,10.3392916666667,-75.492915
15204,1836.0,CA8644A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:34,SALIDA,10.3392916666667,-75.492915
15205,1836.0,CADB83A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:34,SALIDA,10.3392916666667,-75.492915
15206,1836.0,F697B684,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:34,SALIDA,10.3392916666667,-75.492915
15207,1836.0,1A0C7D39,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,04/05/2024,16:35,SALIDA,10.3392783333333,-75.4929083333333
15208,1837.0,4A2544A5,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:38,SALIDA,10.33928,-75.4929116666667
15209,1837.0,DA6481A5,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15210,1837.0,1A187AA5,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15211,1837.0,DACC73A5,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15212,1837.0,DA1B69A5,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15213,1837.0,AA523FA5,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15214,1837.0,464C6A88,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15215,1837.0,36958084,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15216,1837.0,DA2DE9B0,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15217,1837.0,DA9D28A5,Ruta 5 Ceballos ADM,TVB862,22.0,04/05/2024,16:39,SALIDA,10.33928,-75.4929116666667
15218,1838.0,366FA484,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,17:54,ENTRADA,10.3884466666667,-75.5030483333333
15219,1838.0,24A4945A,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,17:57,ENTRADA,10.389225,-75.5150483333333
15220,1839.0,56D3AA84,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,18:03,ENTRADA,10.4116,-75.52061
15221,1839.0,B37B39A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,18:07,ENTRADA,10.4076083333333,-75.50945
15222,1840.0,F28451BE,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:14,ENTRADA,10.4019366666667,-75.4731583333333
15223,1840.0,4AFCEFB0,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:15,ENTRADA,10.4019366666667,-75.4731583333333
15224,1840.0,DAE07C39,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:18,ENTRADA,10.3986133333333,-75.47062
15225,1840.0,4ACA7DA5,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:18,ENTRADA,10.3986133333333,-75.47062
15226,1839.0,63FDA3A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,18:20,ENTRADA,10.39933,-75.4996316666667
15227,1839.0,03B839A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/05/2024,18:22,ENTRADA,10.3976783333333,-75.4967566666667
15228,1838.0,7AB3DFB0,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,18:27,ENTRADA,10.3887366666667,-75.5032233333333
15229,1840.0,F32E9499,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:29,ENTRADA,10.4017666666667,-75.4623816666667
15230,1840.0,B3D69399,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:30,ENTRADA,10.4024766666667,-75.45976
15231,1840.0,046AD25A,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:30,ENTRADA,10.40254,-75.4597
15232,1840.0,4A9A68A5,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:33,ENTRADA,10.4062066666667,-75.448955
15233,1840.0,CA2A31A5,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:37,ENTRADA,10.39064,-75.44897
15234,1840.0,6A813FA5,Ruta 1 Olaya,TVC949,16.0,04/05/2024,18:38,ENTRADA,10.3867383333333,-75.4497966666667
15235,1838.0,B651B184,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,18:50,ENTRADA,10.3796283333333,-75.4817116666667
15236,1842.0,12C253BE,Ruta 1 Olaya,TVB199,31.0,04/05/2024,19:17,SALIDA,10.33921,-75.492925
15237,1842.0,BADE42A5,Ruta 1 Olaya,TVB199,31.0,04/05/2024,19:20,SALIDA,10.3392616666667,-75.492925
15238,1842.0,5A53F5B0,Ruta 1 Olaya,TVB199,31.0,04/05/2024,19:24,SALIDA,10.3392616666667,-75.492925
15239,1841.0,FA3D44A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,19:27,SALIDA,10.3391233333333,-75.4928683333333
15240,1841.0,86F0B684,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,19:29,SALIDA,10.3391233333333,-75.4928683333333
15241,1843.0,469F6F88,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,19:29,SALIDA,10.339135,-75.4928016666667
15242,1841.0,74E3E75A,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,19:29,SALIDA,10.3392116666667,-75.49287
15243,1841.0,9A38DDB0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/05/2024,19:29,SALIDA,10.3392116666667,-75.49287
15244,1843.0,C28751BE,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,19:29,SALIDA,10.33917,-75.492835
15245,1843.0,F3F40D9C,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,19:30,SALIDA,10.33917,-75.492835
15246,1843.0,93139499,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,19:30,SALIDA,10.33917,-75.492835
15247,1843.0,3AE22BA5,Ruta 3 Blas de Lezo,TVB862,22.0,04/05/2024,19:30,SALIDA,10.33917,-75.492835
15248,1842.0,F4548B5A,Ruta 1 Olaya,TVB199,31.0,04/05/2024,19:33,SALIDA,10.339275,-75.4930083333333
15249,1844.0,D650B084,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,6:16,ENTRADA,10.4151883333333,-75.5200366666667
15250,1845.0,B410935A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:22,ENTRADA,10.39888,-75.4698
15251,1845.0,E4CDB75A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:22,ENTRADA,10.398875,-75.4698116666667
15252,1844.0,56396276,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,6:23,ENTRADA,10.4075583333333,-75.5095066666667
15253,1844.0,8A557D39,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,6:26,ENTRADA,10.4061833333333,-75.5017766666667
15254,1845.0,BADE42A5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:27,ENTRADA,10.4012416666667,-75.4641116666667
15255,1844.0,FA3D44A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,6:29,ENTRADA,10.3979666666667,-75.493315
15256,1845.0,5A178639,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:32,ENTRADA,10.4067883333333,-75.4494516666667
15257,1845.0,FAB4EDB0,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:32,ENTRADA,10.4067916666667,-75.449495
15258,1845.0,6A79EAB0,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:35,ENTRADA,10.3905816666667,-75.4489166666667
15259,1845.0,C4288F5A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:35,ENTRADA,10.3905816666667,-75.4489166666667
15260,1845.0,D65DA484,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:35,ENTRADA,10.3905816666667,-75.4489166666667
15261,1845.0,A6416E88,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:36,ENTRADA,10.3866866666667,-75.44975
15262,1845.0,F4548B5A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:38,ENTRADA,10.3782883333333,-75.4512983333333
15263,1845.0,6AAE7739,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:53,ENTRADA,10.33923,-75.4929166666667
15264,1846.0,F28451BE,Ruta 1 Olaya,TVB199,31.0,04/06/2024,6:57,SALIDA,10.33927,-75.4928983333333
15265,1847.0,06F16D88,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,6:58,SALIDA,10.339135,-75.4928916666667
15266,1847.0,B37B39A3,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,6:59,SALIDA,10.33922,-75.4929066666667
15267,1847.0,63FDA3A3,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,7:01,SALIDA,10.33922,-75.4929066666667
15268,1846.0,6A813FA5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:01,SALIDA,10.33927,-75.4928983333333
15269,1846.0,4A9A68A5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:01,SALIDA,10.33927,-75.4928983333333
15270,1847.0,7AB3DFB0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,7:06,SALIDA,10.33924,-75.4929383333333
15271,1846.0,9A9D3BA5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:06,SALIDA,10.33927,-75.4928983333333
15272,1846.0,CA2A31A5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:07,SALIDA,10.33927,-75.4928983333333
15273,1846.0,F32E9499,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:07,SALIDA,10.33927,-75.4928983333333
15274,1846.0,4ACA7DA5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:07,SALIDA,10.33927,-75.4928983333333
15275,1846.0,B3D69399,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:09,SALIDA,10.3392016666667,-75.49296
15276,1847.0,03B839A3,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,7:09,SALIDA,10.3392166666667,-75.4928866666667
15277,1846.0,73A8A092,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:10,SALIDA,10.3392016666667,-75.49296
15278,1846.0,046AD25A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:10,SALIDA,10.3392116666667,-75.4929433333333
15279,1847.0,56D3AA84,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,7:11,SALIDA,10.3392166666667,-75.4928866666667
15280,1846.0,DAE07C39,Ruta 1 Olaya,TVB199,31.0,04/06/2024,7:12,SALIDA,10.3392466666667,-75.4929483333333
15281,1847.0,366FA484,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,7:13,SALIDA,10.3392116666667,-75.492915
15282,1847.0,BA10F1B0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,7:17,SALIDA,10.3393066666667,-75.492905
15283,1848.0,56D3AA84,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,17:59,ENTRADA,10.4126666666667,-75.528175
15284,1848.0,B37B39A3,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,18:08,ENTRADA,10.407615,-75.5093916666667
15285,1849.0,4ACA7DA5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:17,ENTRADA,10.3985783333333,-75.4706066666667
15286,1849.0,DAE07C39,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:17,ENTRADA,10.3985783333333,-75.4706066666667
15287,1848.0,03B839A3,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,18:18,ENTRADA,10.39766,-75.49677
15288,1849.0,F32E9499,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:26,ENTRADA,10.4017816666667,-75.4624083333333
15289,1849.0,B3D69399,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:28,ENTRADA,10.4024283333333,-75.4599616666667
15290,1849.0,046AD25A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:28,ENTRADA,10.4024283333333,-75.4599616666667
15291,1849.0,4A9A68A5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:31,ENTRADA,10.40622,-75.4488816666667
15292,1849.0,CA2A31A5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:35,ENTRADA,10.3906816666667,-75.4488983333333
15293,1849.0,5A53F5B0,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:36,ENTRADA,10.3906816666667,-75.4488983333333
15294,1848.0,63FDA3A3,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,18:36,ENTRADA,10.3884633333333,-75.5029166666667
15295,1848.0,7AB3DFB0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,18:36,ENTRADA,10.3884816666667,-75.50292
15296,1848.0,AAC5E8B0,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,18:36,ENTRADA,10.3884716666667,-75.50294
15297,1849.0,6A813FA5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,18:37,ENTRADA,10.386765,-75.44974
15298,1848.0,06F16D88,Ruta 2 Daniel Lemaitre,TVC949,16.0,04/06/2024,18:37,ENTRADA,10.3884066666667,-75.5033316666667
15299,1850.0,2609B184,Ruta 3 Blas de Lezo,TVC949,16.0,04/06/2024,19:07,SALIDA,10.339255,-75.4929316666667
15300,1850.0,FA3D44A5,Ruta 3 Blas de Lezo,TVC949,16.0,04/06/2024,19:08,SALIDA,10.339225,-75.4929216666667
15301,1851.0,FAB4EDB0,Ruta 1 Olaya,TVB199,31.0,04/06/2024,19:09,SALIDA,10.339325,-75.4929283333333
15302,1851.0,BADE42A5,Ruta 1 Olaya,TVB199,31.0,04/06/2024,19:10,SALIDA,10.3393033333333,-75.4929333333333
15303,1851.0,D65DA484,Ruta 1 Olaya,TVB199,31.0,04/06/2024,19:11,SALIDA,10.3393316666667,-75.4929566666667
15304,1851.0,6AAE7739,Ruta 1 Olaya,TVB199,31.0,04/06/2024,19:11,SALIDA,10.3393316666667,-75.4929566666667
15305,1850.0,220C51BE,Ruta 3 Blas de Lezo,TVC949,16.0,04/06/2024,19:13,SALIDA,10.339215,-75.4929383333333
15306,1850.0,3AE22BA5,Ruta 3 Blas de Lezo,TVC949,16.0,04/06/2024,19:13,SALIDA,10.339215,-75.4929383333333
15307,1850.0,86F0B684,Ruta 3 Blas de Lezo,TVC949,16.0,04/06/2024,19:13,SALIDA,10.339215,-75.4929383333333
15308,1851.0,F4548B5A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,19:13,SALIDA,10.3393316666667,-75.4929566666667
15309,1851.0,B410935A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,19:15,SALIDA,10.3392766666667,-75.492875
15310,1850.0,D650B084,Ruta 3 Blas de Lezo,TVC949,16.0,04/06/2024,19:16,SALIDA,10.339215,-75.4929383333333
15311,1851.0,E4CDB75A,Ruta 1 Olaya,TVB199,31.0,04/06/2024,19:17,SALIDA,10.339305,-75.4929416666667
15312,1853.0,4A25F6B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,04/08/2024,5:43,ENTRADA,10.43868,-75.5196566666667
